LoanID,Age,EmploymentType,EmploymentYears,City,MonthlyIncome,LoanAmount,LoanPurpose,LoanTenureMonths,InterestRate,ExistingLoans,CreditScore,LoanToIncomeRatio,Default
LN101789,47,Salaried,10,Tier-2,146084,4679825,Education,48,13.99,2,744,2.67,0
LN101790,22,Self-Employed,14,Tier-1,92256,756388,Medical,120,16.81,3,437,0.683,1
LN101791,55,Salaried,14,Rural,31777,2534494,Vehicle,60,18.86,2,497,6.647,1
LN101792,53,Salaried,8,Metro,20456,940494,Vehicle,48,9.74,0,896,3.831,0
LN101793,53,Self-Employed,25,Metro,155512,3065190,Medical,48,20.7,0,572,1.643,1
LN101794,62,Self-Employed,19,Tier-2,71415,128713,Education,12,19.31,3,613,0.15,1
LN101795,40,Business Owner,15,Metro,149414,881016,Home,60,7.82,3,751,0.491,1
LN101796,52,Salaried,26,Metro,140583,3693586,Business,60,20.87,1,539,2.189,1
LN101797,57,Self-Employed,4,Tier-1,185063,4272740,Education,84,20.15,0,628,1.924,0
LN101798,33,Salaried,19,Tier-1,180417,484733,Home,60,14.97,4,430,0.224,1
LN101799,26,Salaried,17,Tier-1,46771,3187436,Business,84,15.67,4,501,5.679,1
LN101800,58,Self-Employed,15,Metro,158367,261313,Home,36,13.39,4,742,0.138,0
LN101801,32,Salaried,19,Tier-2,171170,265966,Medical,24,9.0,1,824,0.129,0
LN101802,47,Salaried,9,Rural,51090,3498383,Home,36,17.9,2,438,5.706,1
LN101803,59,Unemployed,25,Rural,56042,3861724,Home,36,19.7,4,438,5.742,1
LN101804,62,Unemployed,6,Rural,163883,662507,Vehicle,36,18.23,0,349,0.337,1
LN101805,43,Salaried,17,Tier-1,25328,2130363,Personal,36,20.34,0,571,7.009,1
LN101806,36,Business Owner,14,Tier-1,105878,2331385,Home,48,17.37,2,498,1.835,0
LN101807,43,Business Owner,2,Metro,75109,1323249,Education,120,9.92,4,770,1.468,1
LN101808,40,Business Owner,10,Rural,94752,3549638,Education,12,18.42,3,447,3.122,1
LN101809,33,Self-Employed,23,Tier-2,112810,138645,Home,24,20.35,0,544,0.102,0
LN101810,62,Salaried,28,Rural,142713,4970151,Home,60,20.31,1,452,2.902,0
LN101811,63,Salaried,27,Rural,170849,1005779,Vehicle,24,15.82,4,319,0.491,1
LN101812,34,Salaried,20,Metro,141496,3675598,Education,48,9.85,0,862,2.165,0
LN101813,37,Salaried,17,Metro,165639,1622773,Personal,48,21.77,3,554,0.816,0
LN101814,52,Business Owner,27,Metro,32812,1182791,Home,60,9.97,0,791,3.004,1
LN101815,35,Salaried,27,Tier-2,139300,757700,Business,24,10.84,3,732,0.453,0
LN101816,23,Unemployed,5,Metro,152459,3007629,Home,24,20.72,3,564,1.644,1
LN101817,32,Salaried,0,Tier-2,74238,4289953,Business,120,17.91,4,356,4.816,1
LN101818,60,Self-Employed,4,Rural,125242,4247594,Business,24,8.57,2,858,2.826,0
LN101819,53,Self-Employed,0,Tier-2,99650,2088758,Home,84,18.19,2,444,1.747,0
LN101820,57,Unemployed,6,Tier-2,104021,3245034,Medical,24,8.5,2,783,2.6,1
LN101821,24,Salaried,27,Metro,85703,3182606,Business,120,12.53,3,717,3.095,1
LN101822,58,Salaried,10,Tier-1,136709,513872,Medical,84,19.65,1,374,0.313,0
LN101823,38,Salaried,11,Tier-1,114160,190148,Education,24,14.16,2,312,0.139,1
LN101824,41,Business Owner,20,Rural,66575,2186437,Medical,120,12.87,3,713,2.737,1
LN101825,48,Salaried,6,Metro,20514,1616061,Business,120,11.16,1,683,6.565,0
LN101826,35,Salaried,27,Metro,41044,1693627,Vehicle,120,16.31,3,442,3.439,0
LN101827,62,Salaried,1,Tier-1,178333,2794492,Home,60,19.77,4,388,1.306,1
LN101828,59,Self-Employed,2,Tier-2,165765,3126257,Personal,48,19.33,2,616,1.572,0
LN101829,36,Business Owner,14,Metro,108687,3533468,Medical,12,10.55,0,734,2.709,0
LN101830,63,Self-Employed,7,Rural,34892,2008913,Home,120,15.73,4,580,4.798,0
LN101831,31,Salaried,28,Tier-2,192951,4019701,Education,84,7.36,0,791,1.736,0
LN101832,42,Self-Employed,14,Tier-1,193213,393706,Personal,24,9.2,2,807,0.17,0
LN101833,22,Self-Employed,25,Metro,47189,2925393,Business,48,7.12,1,836,5.166,0
LN101834,24,Salaried,26,Metro,185615,4490825,Business,36,17.96,4,368,2.016,1
LN101835,33,Salaried,0,Tier-1,194376,4033195,Education,84,13.44,0,727,1.729,0
LN101836,45,Salaried,14,Metro,23842,2588121,Personal,12,15.52,1,349,9.046,0
LN101837,51,Self-Employed,20,Metro,116489,276093,Business,36,13.63,0,719,0.198,0
LN101838,23,Self-Employed,29,Metro,33278,813392,Education,84,19.28,4,548,2.037,0
LN101839,28,Self-Employed,0,Metro,133152,3092262,Education,48,9.98,4,772,1.935,0
LN101840,32,Salaried,8,Metro,145327,662441,Medical,84,9.27,2,813,0.38,0
LN101841,26,Self-Employed,22,Tier-2,166952,3309733,Education,24,9.1,0,892,1.652,1
LN101842,42,Salaried,13,Metro,84454,1781857,Business,120,8.73,0,822,1.758,0
LN101843,47,Salaried,13,Rural,191057,3460111,Education,36,8.36,0,866,1.509,0
LN101844,54,Salaried,5,Tier-1,199556,3444561,Education,12,21.32,2,631,1.438,0
LN101845,55,Self-Employed,1,Tier-2,185762,4968799,Medical,60,13.94,2,652,2.229,0
LN101846,53,Self-Employed,14,Rural,91514,1921651,Personal,48,8.12,0,894,1.75,0
LN101847,47,Salaried,26,Tier-1,152538,4980970,Medical,12,21.73,2,411,2.721,1
LN101848,33,Salaried,20,Rural,26077,256352,Personal,12,17.53,3,450,0.819,1
LN101849,53,Self-Employed,26,Tier-1,104861,4437423,Home,48,8.28,4,896,3.526,0
LN101850,33,Business Owner,19,Metro,73376,3220062,Education,60,12.01,3,700,3.657,1
LN101851,47,Self-Employed,27,Tier-1,165452,850457,Home,36,11.43,1,664,0.428,0
LN101852,58,Salaried,3,Metro,39750,2319868,Education,24,9.86,2,831,4.863,1
LN101853,38,Salaried,2,Tier-2,19054,4071634,Vehicle,36,19.41,4,489,17.807,0
LN101854,33,Business Owner,18,Tier-2,23360,1540710,Medical,36,15.73,4,551,5.496,1
LN101855,27,Unemployed,0,Rural,47928,511467,Business,24,21.05,1,525,0.889,0
LN101856,40,Unemployed,29,Rural,172916,54838,Home,36,19.02,1,562,0.026,1
LN101857,40,Salaried,9,Tier-1,63332,4653262,Home,36,14.51,1,470,6.123,1
LN101858,51,Salaried,7,Metro,101060,219688,Business,60,20.43,2,535,0.181,1
LN101859,21,Salaried,20,Metro,93953,2616086,Medical,60,15.88,1,479,2.32,0
LN101860,61,Self-Employed,3,Tier-2,126087,2489546,Home,24,18.85,2,473,1.645,1
LN101861,64,Business Owner,23,Tier-2,146970,148743,Business,36,9.14,1,823,0.084,0
LN101862,51,Self-Employed,29,Tier-2,39290,4994840,Vehicle,84,18.29,0,580,10.594,1
LN101863,38,Self-Employed,22,Tier-1,187158,1356796,Education,60,21.26,0,419,0.604,1
LN101864,44,Business Owner,29,Metro,135362,551874,Medical,84,21.72,4,313,0.34,0
LN101865,41,Salaried,0,Metro,30961,4030013,Personal,48,8.18,4,811,10.847,1
LN101866,28,Salaried,14,Rural,27318,1226320,Education,12,14.87,4,567,3.741,0
LN101867,58,Salaried,28,Tier-1,145860,3645955,Personal,60,16.65,0,397,2.083,0
LN101868,55,Self-Employed,22,Tier-1,85941,4832931,Vehicle,120,17.42,1,598,4.686,1
LN101869,37,Salaried,2,Rural,96726,217720,Vehicle,60,16.69,4,412,0.188,1
LN101870,53,Business Owner,8,Tier-1,64682,736938,Personal,24,12.87,0,718,0.949,0
LN101871,47,Salaried,13,Tier-1,139558,4292040,Business,24,21.85,0,508,2.563,1
LN101872,28,Salaried,2,Tier-2,168824,3822247,Education,84,16.04,4,540,1.887,0
LN101873,50,Salaried,23,Metro,166369,3114730,Personal,24,20.61,3,631,1.56,0
LN101874,44,Salaried,19,Tier-2,81240,4442787,Home,120,16.39,3,436,4.557,0
LN101875,23,Salaried,14,Metro,161215,3474653,Education,48,21.4,4,313,1.796,1
LN101876,25,Salaried,6,Metro,165382,1726311,Home,84,8.02,4,813,0.87,0
LN101877,33,Self-Employed,4,Tier-2,102579,1276408,Personal,24,14.39,0,425,1.037,1
LN101878,64,Self-Employed,11,Metro,104164,3520128,Personal,48,16.54,3,629,2.816,0
LN101879,31,Self-Employed,13,Tier-1,198829,1006912,Home,24,18.21,2,441,0.422,0
LN101880,38,Self-Employed,0,Tier-2,143638,400155,Education,24,10.77,2,670,0.232,0
LN101881,26,Salaried,22,Metro,39717,3971405,Home,48,14.49,3,340,8.333,1
LN101882,59,Self-Employed,26,Tier-1,151498,2882225,Personal,120,18.41,3,332,1.585,1
LN101883,53,Salaried,20,Tier-1,17648,4232437,Personal,60,20.57,4,416,19.985,1
LN101884,23,Self-Employed,8,Tier-1,156179,3237482,Medical,48,12.62,4,701,1.727,0
LN101885,36,Salaried,29,Tier-1,175915,872766,Education,60,7.37,2,856,0.413,0
LN101886,45,Salaried,3,Metro,198679,2709244,Personal,48,8.79,1,758,1.136,0
LN101887,58,Self-Employed,5,Metro,71263,320811,Home,60,10.46,2,749,0.375,1
LN101888,60,Salaried,27,Tier-2,90906,3782273,Vehicle,120,9.56,0,862,3.467,0
LN101889,55,Unemployed,21,Tier-2,84477,1282625,Medical,12,15.23,0,360,1.265,1
LN101890,27,Self-Employed,26,Tier-2,38724,2932540,Education,24,21.73,3,558,6.311,1
LN101891,28,Salaried,16,Metro,27850,4282308,Home,120,13.55,4,681,12.814,1
LN101892,27,Salaried,18,Tier-2,98266,3709904,Home,48,12.71,1,721,3.146,1
LN101893,50,Unemployed,7,Tier-1,198810,1685152,Medical,120,10.71,2,703,0.706,0
LN101894,55,Self-Employed,6,Tier-2,16121,3501881,Medical,12,14.54,2,595,18.102,1
LN101895,55,Self-Employed,19,Metro,160875,342576,Home,12,9.8,4,841,0.177,0
LN101896,31,Self-Employed,2,Tier-2,72839,1546006,Vehicle,60,7.48,0,794,1.769,0
LN101897,42,Salaried,16,Tier-1,119184,360548,Medical,60,15.17,2,351,0.252,1
LN101898,37,Salaried,15,Tier-1,19260,708459,Personal,60,16.95,0,388,3.065,1
LN101899,32,Salaried,20,Tier-2,148021,141061,Home,60,7.55,3,798,0.079,0
LN101900,55,Self-Employed,2,Tier-2,26573,2575057,Medical,60,16.1,3,598,8.075,1
LN101901,56,Salaried,25,Tier-2,15701,335012,Home,48,8.8,4,750,1.778,1
LN101902,47,Salaried,17,Metro,178443,1663697,Home,120,12.68,4,663,0.777,0
LN101903,22,Salaried,14,Metro,160113,4728117,Personal,120,12.91,1,734,2.461,0
LN101904,60,Self-Employed,20,Rural,43310,259191,Education,48,9.3,3,878,0.499,0
LN101905,62,Salaried,20,Tier-1,71527,2338210,Vehicle,60,14.82,4,522,2.724,1
LN101906,34,Business Owner,20,Tier-2,69931,461137,Medical,12,15.34,4,320,0.55,0
LN101907,35,Self-Employed,16,Tier-1,45225,2470204,Vehicle,48,7.27,1,816,4.552,0
LN101908,43,Salaried,20,Tier-1,56248,1936528,Business,24,8.23,2,777,2.869,0
LN101909,29,Self-Employed,20,Metro,139441,3757287,Business,60,18.57,1,354,2.245,1
LN101910,37,Self-Employed,7,Tier-1,15540,2356732,Vehicle,48,8.56,0,764,12.638,0
LN101911,24,Salaried,7,Tier-1,32592,2628162,Business,48,17.96,1,469,6.72,0
LN101912,54,Salaried,19,Tier-1,79108,204636,Vehicle,120,19.67,4,511,0.216,0
LN101913,61,Self-Employed,9,Tier-1,157610,699706,Home,60,8.65,1,858,0.37,0
LN101914,23,Self-Employed,14,Rural,154770,599580,Home,36,7.87,0,784,0.323,0
LN101915,29,Self-Employed,29,Tier-1,181103,2743793,Medical,84,7.79,4,816,1.263,0
LN101916,37,Salaried,18,Rural,100059,1085079,Education,12,20.38,0,369,0.904,1
LN101917,22,Salaried,28,Rural,129027,4027472,Medical,48,20.84,4,407,2.601,0
LN101918,29,Unemployed,15,Tier-2,149587,4595819,Vehicle,24,16.71,1,529,2.56,0
LN101919,49,Salaried,28,Tier-1,172418,2589787,Medical,48,7.09,0,793,1.252,0
LN101920,25,Salaried,22,Metro,154822,3792681,Medical,48,19.87,3,354,2.041,1
LN101921,46,Business Owner,19,Rural,180745,3044570,Medical,60,18.71,2,516,1.404,0
LN101922,25,Self-Employed,28,Tier-1,17984,4924414,Education,12,7.52,3,879,22.818,1
LN101923,28,Business Owner,29,Metro,171622,981440,Personal,36,10.56,1,722,0.477,0
LN101924,36,Self-Employed,6,Metro,123392,506717,Vehicle,120,7.21,0,789,0.342,0
LN101925,57,Salaried,9,Tier-1,125727,2335546,Medical,36,20.27,3,342,1.548,1
LN101926,64,Salaried,15,Metro,160449,118667,Business,60,18.36,1,547,0.062,0
LN101927,27,Salaried,11,Tier-1,52118,3970585,Medical,24,11.38,1,650,6.349,0
LN101928,41,Salaried,3,Tier-2,16270,1758333,Medical,36,19.9,1,429,9.006,1
LN101929,51,Salaried,13,Tier-2,54433,359020,Home,24,20.46,0,418,0.55,0
LN101930,61,Self-Employed,22,Tier-1,81796,2154167,Home,120,14.39,0,488,2.195,0
LN101931,49,Salaried,20,Tier-2,196887,2133558,Education,60,14.36,0,413,0.903,1
LN101932,47,Unemployed,19,Tier-1,143110,3937935,Home,60,9.99,2,889,2.293,0
LN101933,34,Self-Employed,17,Tier-2,168006,2936264,Vehicle,24,7.8,2,885,1.456,0
LN101934,54,Self-Employed,5,Metro,30628,2231253,Vehicle,84,11.45,0,658,6.071,0
LN101935,38,Business Owner,6,Tier-1,72136,2072394,Vehicle,48,21.32,3,508,2.394,0
LN101936,25,Unemployed,16,Tier-2,153506,3836238,Education,24,19.43,2,467,2.083,1
LN101937,28,Self-Employed,10,Metro,37359,4941044,Home,24,17.34,0,546,11.022,0
LN101938,41,Business Owner,25,Tier-2,66456,4382014,Home,12,14.58,2,540,5.495,1
LN101939,42,Self-Employed,18,Tier-2,153933,1151648,Business,60,9.1,1,809,0.623,0
LN101940,36,Salaried,15,Tier-1,108723,3374432,Personal,36,17.67,4,456,2.586,1
LN101941,36,Business Owner,4,Tier-1,187170,1508117,Home,84,7.0,3,864,0.671,0
LN101942,56,Business Owner,14,Metro,19779,922494,Medical,48,19.49,3,531,3.887,0
LN101943,33,Self-Employed,10,Tier-1,31390,3033226,Education,36,9.75,0,789,8.053,0
LN101944,41,Self-Employed,0,Metro,123077,3296376,Education,48,15.7,3,522,2.232,1
LN101945,54,Self-Employed,6,Rural,70987,3265270,Business,12,15.71,3,469,3.833,1
LN101946,54,Business Owner,20,Tier-1,17760,2217408,Personal,24,17.27,4,557,10.405,1
LN101947,23,Self-Employed,26,Tier-1,117682,1934574,Vehicle,12,12.74,2,698,1.37,0
LN101948,64,Salaried,13,Tier-1,33029,4516054,Medical,84,7.57,2,799,11.394,0
LN101949,62,Salaried,25,Tier-1,31684,4651463,Medical,24,21.74,1,576,12.234,1
LN101950,51,Salaried,23,Tier-1,120088,3516374,Home,48,14.33,3,534,2.44,1
LN101951,63,Self-Employed,28,Metro,153713,4160119,Medical,36,18.62,2,497,2.255,1
LN101952,30,Salaried,28,Tier-2,41653,2240475,Vehicle,120,15.75,3,552,4.482,1
LN101953,34,Salaried,1,Tier-2,198096,4711705,Vehicle,24,14.9,0,467,1.982,1
LN101954,27,Salaried,18,Tier-2,166526,2633146,Personal,48,18.06,1,473,1.318,0
LN101955,56,Salaried,18,Tier-1,68247,4451445,Education,60,14.47,4,606,5.435,0
LN101956,43,Salaried,23,Rural,163737,2087128,Education,60,13.75,1,744,1.062,0
LN101957,59,Self-Employed,20,Tier-1,76146,3915997,Personal,84,7.53,4,802,4.286,0
LN101958,30,Self-Employed,25,Metro,37535,2120362,Personal,60,9.51,1,829,4.708,0
LN101959,34,Business Owner,16,Tier-2,165106,2841816,Home,12,16.82,0,403,1.434,1
LN101960,42,Business Owner,7,Tier-2,189192,3237061,Vehicle,60,8.75,4,861,1.426,0
LN101961,51,Salaried,15,Metro,75174,310473,Home,120,14.84,0,307,0.344,1
LN101962,34,Unemployed,9,Metro,74189,3862413,Education,12,7.67,2,814,4.338,0
LN101963,39,Salaried,2,Metro,41340,1717061,Personal,120,18.28,2,590,3.461,0
LN101964,30,Salaried,6,Tier-1,138493,3239072,Home,60,20.19,4,409,1.949,1
LN101965,52,Self-Employed,1,Metro,169615,4166840,Vehicle,48,18.92,0,568,2.047,1
LN101966,48,Salaried,12,Tier-1,91707,3342669,Personal,36,18.74,2,527,3.037,0
LN101967,48,Salaried,10,Metro,28767,4873624,Business,48,15.04,3,371,14.118,0
LN101968,29,Self-Employed,1,Tier-1,52010,3796700,Medical,12,9.27,2,759,6.083,0
LN101969,44,Salaried,20,Rural,49204,4207766,Home,24,14.46,2,643,7.126,0
LN101970,31,Salaried,22,Rural,24089,330878,Home,36,8.4,0,877,1.145,0
LN101971,29,Business Owner,24,Metro,52844,1421502,Business,120,16.1,0,436,2.242,0
LN101972,42,Business Owner,17,Metro,123223,2300014,Home,12,7.08,1,850,1.555,0
LN101973,40,Unemployed,9,Tier-2,76691,3357904,Education,60,9.09,2,844,3.649,1
LN101974,49,Self-Employed,23,Metro,22312,4061717,Education,36,16.96,3,485,15.17,0
LN101975,48,Self-Employed,1,Tier-2,59672,4216649,Personal,48,21.73,4,400,5.889,1
LN101976,43,Unemployed,17,Tier-2,176214,3116587,Personal,36,14.19,1,473,1.474,1
LN101977,57,Salaried,6,Tier-1,22197,2507202,Vehicle,24,21.52,3,642,9.413,1
LN101978,38,Self-Employed,23,Tier-1,36921,1117345,Personal,120,14.14,4,605,2.522,1
LN101979,52,Self-Employed,4,Rural,89418,899053,Education,48,8.97,0,859,0.838,0
LN101980,55,Salaried,11,Rural,162108,1956202,Personal,48,12.03,0,736,1.006,0
LN101981,47,Salaried,12,Rural,129914,2125031,Business,24,10.32,3,695,1.363,1
LN101982,42,Salaried,1,Metro,129637,1917971,Business,48,18.54,3,337,1.233,0
LN101983,47,Business Owner,1,Metro,143732,4617566,Personal,60,19.93,0,608,2.677,0
LN101984,56,Salaried,25,Tier-1,189739,2819494,Vehicle,24,13.52,1,703,1.238,0
LN101985,27,Salaried,13,Tier-1,181158,2064534,Medical,60,18.78,0,645,0.95,0
LN101986,39,Salaried,17,Tier-1,177563,2956924,Home,48,18.13,1,409,1.388,0
LN101987,52,Salaried,25,Metro,187252,4642958,Home,12,7.83,2,781,2.066,0
LN101988,40,Self-Employed,21,Tier-2,177238,3513025,Education,12,15.24,1,439,1.652,0
LN101989,49,Unemployed,17,Rural,74652,4537492,Vehicle,24,13.33,3,663,5.065,0
LN101990,46,Business Owner,28,Tier-2,57545,3379207,Home,12,14.12,1,392,4.894,1
LN101991,23,Self-Employed,19,Tier-2,28301,2182390,Vehicle,48,16.77,0,409,6.426,1
LN101992,27,Self-Employed,25,Tier-1,181710,1157893,Home,12,16.96,2,330,0.531,1
LN101993,51,Self-Employed,2,Tier-2,182349,3902326,Business,12,21.55,0,539,1.783,1
LN101994,31,Self-Employed,16,Tier-1,122024,2766912,Personal,120,19.14,0,369,1.89,0
LN101995,21,Business Owner,23,Rural,123109,1255423,Personal,120,8.14,0,786,0.85,0
LN101996,48,Self-Employed,25,Tier-2,42162,1649856,Education,12,9.05,0,783,3.261,0
LN101997,56,Business Owner,7,Tier-2,146542,3046835,Education,48,21.51,4,614,1.733,0
LN101998,52,Business Owner,1,Rural,164708,2396414,Vehicle,120,10.91,3,684,1.212,0
LN101999,59,Salaried,1,Tier-2,39339,4685804,Education,12,19.83,4,627,9.926,1
LN102000,35,Salaried,13,Metro,71062,1879453,Personal,24,16.62,1,619,2.204,0
LN102001,44,Salaried,24,Metro,155481,1848628,Medical,36,9.97,3,779,0.991,0
LN102002,28,Salaried,7,Metro,195357,713360,Home,36,18.28,3,336,0.304,1
LN102003,39,Self-Employed,11,Tier-1,58405,2839384,Home,120,15.83,2,315,4.051,0
LN102004,32,Salaried,12,Metro,195528,2566887,Medical,84,18.12,1,579,1.094,0
LN102005,63,Self-Employed,14,Tier-2,79842,3095764,Personal,120,14.84,0,536,3.231,0
LN102006,58,Business Owner,27,Tier-2,188921,3779639,Education,84,13.28,0,675,1.667,0
LN102007,22,Salaried,13,Tier-2,157420,607168,Education,60,17.22,3,307,0.321,1
LN102008,63,Business Owner,28,Rural,26786,3485998,Business,36,11.71,0,738,10.845,0
LN102009,29,Salaried,25,Tier-2,164918,4642177,Medical,48,18.51,3,493,2.346,0
LN102010,21,Salaried,1,Metro,95931,3622447,Business,24,12.08,4,707,3.147,1
LN102011,51,Self-Employed,14,Tier-2,101299,1653751,Personal,60,21.58,0,370,1.36,1
LN102012,62,Salaried,0,Rural,152218,1649831,Home,12,18.31,4,483,0.903,0
LN102013,25,Salaried,0,Tier-1,52298,1046755,Business,12,15.51,3,563,1.668,0
LN102014,34,Self-Employed,22,Metro,67587,1401345,Education,84,8.24,1,846,1.728,0
LN102015,31,Unemployed,16,Metro,94397,2905221,Medical,48,9.82,0,810,2.565,0
LN102016,35,Business Owner,22,Metro,189153,4924833,Business,24,17.14,0,595,2.17,0
LN102017,42,Salaried,19,Tier-1,65409,3676860,Home,48,15.69,0,535,4.684,1
LN102018,29,Business Owner,22,Tier-2,46900,4765681,Education,12,10.72,1,715,8.468,1
LN102019,56,Salaried,1,Metro,56939,3175702,Medical,24,16.21,1,549,4.648,1
LN102020,62,Salaried,28,Tier-1,88839,2973470,Business,60,20.06,4,563,2.789,0
LN102021,34,Unemployed,14,Metro,46600,1097952,Personal,120,17.6,1,375,1.963,1
LN102022,38,Business Owner,8,Tier-1,96203,851505,Vehicle,60,16.51,4,365,0.738,1
LN102023,61,Self-Employed,3,Tier-2,121764,2335554,Education,24,17.67,3,474,1.598,1
LN102024,42,Salaried,13,Rural,40806,1682121,Personal,48,7.81,4,895,3.435,0
LN102025,62,Salaried,18,Metro,150967,3301404,Education,120,15.61,2,453,1.822,0
LN102026,23,Business Owner,1,Rural,94607,4055156,Medical,48,7.73,4,880,3.572,0
LN102027,45,Salaried,0,Tier-1,151609,2046551,Home,36,16.39,2,335,1.125,0
LN102028,56,Salaried,19,Tier-1,195228,1671911,Medical,48,9.68,2,819,0.714,0
LN102029,39,Salaried,10,Tier-1,174373,2338460,Business,24,20.72,1,392,1.118,0
LN102030,55,Salaried,1,Metro,152791,307405,Education,36,21.7,4,362,0.168,0
LN102031,34,Business Owner,6,Tier-1,144053,4367696,Personal,84,20.34,2,528,2.527,1
LN102032,53,Salaried,19,Metro,108187,2114447,Personal,120,9.2,1,791,1.629,0
LN102033,41,Salaried,26,Tier-2,83639,3996450,Business,60,16.39,3,477,3.982,1
LN102034,44,Salaried,17,Tier-1,130736,2313037,Home,60,9.3,4,896,1.474,0
LN102035,52,Salaried,0,Tier-2,144954,1267839,Personal,120,8.89,0,798,0.729,0
LN102036,60,Business Owner,22,Metro,55442,4506054,Personal,84,16.87,2,550,6.773,0
LN102037,50,Business Owner,9,Tier-1,128104,3718268,Medical,60,16.76,2,522,2.419,0
LN102038,30,Salaried,7,Tier-1,57925,3042496,Education,120,21.54,3,555,4.377,1
LN102039,60,Salaried,9,Tier-2,25892,4578052,Personal,36,16.76,0,310,14.734,0
LN102040,34,Self-Employed,6,Tier-2,31429,549788,Personal,120,7.14,4,812,1.458,0
LN102041,63,Business Owner,15,Tier-1,91352,4700338,Vehicle,24,18.38,3,533,4.288,1
LN102042,55,Salaried,9,Tier-2,35342,3451940,Medical,24,13.47,1,684,8.139,0
LN102043,33,Salaried,15,Rural,199216,4117648,Business,48,13.71,2,651,1.722,0
LN102044,25,Salaried,14,Tier-1,64569,4887619,Education,84,8.59,2,867,6.308,0
LN102045,47,Self-Employed,24,Tier-1,66656,495892,Education,24,19.33,4,635,0.62,0
LN102046,53,Salaried,27,Metro,150351,96608,Personal,120,12.01,1,703,0.054,0
LN102047,53,Salaried,20,Metro,150257,705641,Personal,36,18.01,0,320,0.391,1
LN102048,45,Salaried,3,Tier-1,148909,1211569,Home,12,15.42,4,325,0.678,1
LN102049,28,Salaried,8,Tier-2,81128,2646324,Vehicle,36,12.09,2,653,2.718,1
LN102050,25,Salaried,23,Metro,179374,1026894,Business,36,12.26,2,670,0.477,0
LN102051,63,Unemployed,24,Rural,114058,3211301,Medical,48,21.64,3,338,2.346,0
LN102052,30,Salaried,10,Metro,70456,1688851,Vehicle,48,15.67,2,402,1.998,0
LN102053,39,Self-Employed,15,Tier-1,21988,2687254,Personal,24,8.22,0,785,10.185,0
LN102054,47,Salaried,7,Tier-2,153318,407025,Medical,60,16.06,0,329,0.221,0
LN102055,35,Salaried,16,Tier-1,62502,201106,Personal,12,12.43,3,673,0.268,0
LN102056,55,Business Owner,13,Rural,36622,211182,Home,48,19.2,3,537,0.481,0
LN102057,58,Salaried,20,Tier-1,81474,4317336,Vehicle,84,21.37,3,559,4.416,1
LN102058,21,Salaried,10,Metro,118902,2522953,Home,120,9.01,3,814,1.768,0
LN102059,50,Business Owner,2,Tier-1,110335,4466733,Medical,24,15.54,2,413,3.374,1
LN102060,26,Salaried,6,Tier-2,182019,2758007,Medical,48,14.57,1,638,1.263,0
LN102061,32,Business Owner,5,Tier-1,175020,4690385,Personal,48,20.25,4,417,2.233,1
LN102062,55,Salaried,21,Tier-2,109660,712454,Personal,24,21.57,2,396,0.541,0
LN102063,54,Salaried,6,Tier-2,102775,3634407,Home,36,12.81,3,659,2.947,0
LN102064,43,Salaried,19,Tier-1,102526,4609807,Business,60,17.22,2,422,3.747,0
LN102065,49,Self-Employed,12,Tier-2,89705,3408125,Medical,24,16.49,2,610,3.166,0
LN102066,46,Business Owner,7,Tier-2,55538,3504232,Business,36,20.65,2,639,5.258,0
LN102067,22,Salaried,15,Metro,23689,2073209,Education,120,10.35,3,675,7.293,0
LN102068,25,Salaried,18,Tier-2,101092,3623222,Personal,24,16.95,0,621,2.987,1
LN102069,31,Unemployed,22,Tier-1,55540,1952497,Home,48,7.76,0,825,2.93,0
